"Data_Status","State","MSN","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"2022F","AL","PQCCB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 2516"," 2646"," 2052"," 2234"," 2181"," 1683"," 1717"," 2037"," 2151"," 2113"," 2220"," 2749"," 2345"
"2022F","AL","PQCCP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 655"," 689"," 534"," 582"," 568"," 438"," 447"," 530"," 560"," 550"," 578"," 716"," 611"
"2022F","AL","PQICB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 2111"," 2007"," 2289"," 2017"," 1809"," 1664"," 1538"," 1777"," 1548"," 1913"," 1959"," 2795"," 2880"
"2022F","AL","PQICP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 550"," 522"," 596"," 525"," 471"," 433"," 401"," 463"," 403"," 498"," 510"," 728"," 750"
"2022F","AL","PQRCB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 8504"," 5876"," 4208"," 4688"," 4942"," 5395"," 5041"," 4760"," 5741"," 6034"," 5802"," 4511"," 4596"
"2022F","AL","PQRCP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 2214"," 1530"," 1096"," 1220"," 1287"," 1405"," 1312"," 1239"," 1495"," 1571"," 1511"," 1174"," 1196"
"2022F","AL","PQTCB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 13270"," 10675"," 8689"," 9110"," 9103"," 8981"," 8595"," 8593"," 9519"," 10220"," 10111"," 10206"," 10005"
"2022F","AL","PQTCP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 3455"," 2779"," 2262"," 2372"," 2370"," 2338"," 2238"," 2237"," 2478"," 2661"," 2632"," 2657"," 2605"
"2022F","AL","PQTXB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 13270"," 10675"," 8689"," 9110"," 9103"," 8981"," 8595"," 8593"," 9519"," 10220"," 10111"," 10206"," 10005"
"2022F","AL","PQTXP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 3455"," 2779"," 2262"," 2372"," 2370"," 2338"," 2238"," 2237"," 2478"," 2661"," 2632"," 2657"," 2605"
"2022F","AL","PYICB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","PYICP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","PYTCB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","PYTCP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","REACB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 94"," 237"," 268"," 1256"," 1939"," 3882"," 3464"," 1934"," 1597"," 1593"," 2556"," 1351"," 1451"," 1989"," 344"," 340"," 281"," 37"," 0"," 1295"," 904"," 1279"," 2530"," 380"," 775"," 1315"," 4405"," 9753"," 23639"," 23879"," 23714"," 26124"," 25224"," 26690"," 29908"," 28588"," 27090"," 26605"," 26263"," 28673"," 30002"
"2022F","AL","RECCB"," 410"," 384"," 361"," 339"," 314"," 289"," 272"," 254"," 236"," 214"," 194"," 180"," 169"," 157"," 172"," 201"," 223"," 244"," 220"," 226"," 406"," 448"," 585"," 470"," 636"," 699"," 789"," 757"," 830"," 1901"," 1662"," 1731"," 1828"," 1708"," 1636"," 1651"," 1714"," 1098"," 959"," 1008"," 1079"," 937"," 959"," 999"," 977"," 737"," 683"," 726"," 768"," 948"," 947"," 912"," 802"," 934"," 971"," 692"," 800"," 672"," 711"," 692"," 687"," 720"," 1047"
"2022F","AL","REEIB"," 21199"," 22935"," 25643"," 21698"," 29807"," 24151"," 23545"," 31095"," 25101"," 25558"," 25957"," 33819"," 34830"," 40186"," 35294"," 41586"," 32186"," 35245"," 26850"," 40407"," 32020"," 20520"," 36534"," 38015"," 36761"," 23413"," 17834"," 25415"," 18286"," 70657"," 61385"," 62609"," 59703"," 55394"," 62157"," 52977"," 57883"," 57845"," 54228"," 38660"," 23114"," 32041"," 33213"," 46246"," 39468"," 37984"," 28397"," 17777"," 24524"," 47640"," 34914"," 34914"," 29259"," 48110"," 37342"," 38198"," 28749"," 36846"," 42623"," 40751"," 47303"," 41540"," 38263"
"2022F","AL","REGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 3865"," 3863"," 3855"," 3862"," 3949"," 3949"," 3887"," 3942"," 3789"," 4156"," 4086"," 4119"," 4105"," 4332"," 4331"
"2022F","AL","REICB"," 23686"," 25643"," 26640"," 27587"," 29547"," 32145"," 34573"," 35655"," 40418"," 41897"," 41966"," 44391"," 49725"," 50723"," 49259"," 46903"," 50929"," 53678"," 54881"," 55812"," 124362"," 131254"," 126980"," 143416"," 146313"," 145710"," 131770"," 129451"," 133707"," 114025"," 100900"," 99683"," 105605"," 135909"," 177648"," 187736"," 174342"," 155658"," 184207"," 191514"," 193028"," 155297"," 153363"," 145407"," 174217"," 169378"," 185710"," 178287"," 163464"," 129664"," 144109"," 157169"," 160836"," 174887"," 164791"," 158268"," 157278"," 162676"," 163071"," 163572"," 158612"," 165193"," 161402"
"2022F","AL","RERCB"," 21672"," 20227"," 19040"," 17922"," 16564"," 15291"," 14345"," 13227"," 12350"," 11318"," 10303"," 9580"," 8927"," 8290"," 9116"," 10595"," 11816"," 12866"," 11541"," 11920"," 16346"," 18621"," 25786"," 20679"," 28261"," 29112"," 26518"," 21647"," 23102"," 23502"," 15281"," 16023"," 16805"," 12844"," 12204"," 12202"," 12662"," 6726"," 5991"," 6140"," 6586"," 5438"," 5505"," 5783"," 5913"," 4682"," 4179"," 4618"," 5165"," 6812"," 7308"," 7092"," 5961"," 7730"," 7823"," 2301"," 1932"," 1671"," 2230"," 2174"," 1459"," 1468"," 1808"
"2022F","AL","RETCB"," 66967"," 69190"," 71684"," 67547"," 76231"," 71876"," 72734"," 80231"," 78106"," 78987"," 78420"," 87971"," 93651"," 99356"," 93841"," 99284"," 95154"," 102034"," 93491"," 108365"," 173134"," 170843"," 189979"," 202817"," 212240"," 200191"," 178850"," 181152"," 179389"," 212018"," 180825"," 181640"," 186497"," 207205"," 255095"," 256556"," 246945"," 221668"," 245667"," 237358"," 223807"," 195007"," 193944"," 199713"," 223105"," 213161"," 219744"," 202722"," 198327"," 194818"," 210917"," 223966"," 220573"," 257785"," 236151"," 226149"," 218668"," 230454"," 235725"," 233794"," 234324"," 237594"," 232522"
"2022F","AL","RFACB"," 14320"," 10776"," 8442"," 9296"," 6533"," 10110"," 6558"," 11069"," 11368"," 10948"," 10553"," 9183"," 9211"," 15842"," 34269"," 44251"," 45548"," 51145"," 47403"," 22093"," 22042"," 13745"," 14542"," 12834"," 11029"," 10311"," 8491"," 9363"," 12803"," 17599"," 18015"," 20158"," 21983"," 20374"," 14566"," 16367"," 15393"," 12210"," 5194"," 5455"," 18177"," 4532"," 13319"," 6352"," 7972"," 6426"," 9378"," 8465"," 7093"," 5069"," 5836"," 6655"," 6587"," 5028"," 5530"," 3385"," 5939"," 6404"," 4328"," 3552"," 2566"," 4850"," 4969"
"2022F","AL","RFACP"," 2278"," 1714"," 1343"," 1479"," 1039"," 1608"," 1043"," 1761"," 1808"," 1741"," 1679"," 1461"," 1465"," 2520"," 5451"," 7039"," 7245"," 8135"," 7540"," 3514"," 3506"," 2186"," 2313"," 2041"," 1754"," 1640"," 1351"," 1489"," 2036"," 2799"," 2865"," 3206"," 3497"," 3241"," 2317"," 2603"," 2448"," 1942"," 826"," 868"," 2891"," 721"," 2118"," 1010"," 1268"," 1022"," 1492"," 1346"," 1128"," 806"," 928"," 1059"," 1048"," 800"," 880"," 538"," 945"," 1019"," 688"," 565"," 408"," 771"," 790"
"2022F","AL","RFCCB"," 2"," 2"," 2"," 2"," 1"," 1"," 1"," 1"," 1"," 2"," 2"," 1"," 2"," 4"," 5"," 7"," 8"," 10"," 9"," 6"," 19"," 0"," 1006"," 143"," 96"," 3229"," 3505"," 2406"," 4443"," 3123"," 3807"," 1523"," 0"," 0"," 5"," 17"," 4"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 53"," 6"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 69"," 0"," 70"," 25"," 26"
"2022F","AL","RFCCP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 1"," 1"," 2"," 1"," 1"," 3"," 0"," 160"," 23"," 15"," 514"," 558"," 383"," 707"," 497"," 606"," 242"," 0"," 0"," 1"," 3"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 8"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 11"," 0"," 11"," 4"," 4"
"2022F","AL","RFEIB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 622"," 893"," 1182"," 561"," 187"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","RFEIP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 99"," 142"," 188"," 89"," 30"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","RFICB"," 12660"," 11983"," 8849"," 10851"," 7723"," 5938"," 4232"," 7378"," 6241"," 10836"," 10129"," 7506"," 10516"," 22548"," 30640"," 36554"," 43101"," 50139"," 45968"," 42128"," 23811"," 15425"," 22928"," 8825"," 5899"," 601"," 3493"," 3546"," 4397"," 2149"," 2794"," 532"," 2307"," 4811"," 6686"," 3167"," 4432"," 3770"," 3856"," 3732"," 8412"," 5006"," 11761"," 1722"," 2708"," 4696"," 4814"," 5120"," 6500"," 2011"," 4472"," 6698"," 4872"," 1916"," 2196"," 3459"," 6001"," 4646"," 2817"," 3596"," 2548"," 3748"," 3840"
"2022F","AL","RFICP"," 2014"," 1906"," 1408"," 1726"," 1228"," 945"," 673"," 1174"," 993"," 1724"," 1611"," 1194"," 1673"," 3586"," 4874"," 5814"," 6856"," 7975"," 7312"," 6701"," 3787"," 2454"," 3647"," 1404"," 938"," 96"," 556"," 564"," 699"," 342"," 444"," 85"," 367"," 765"," 1063"," 504"," 705"," 600"," 613"," 594"," 1338"," 796"," 1871"," 274"," 431"," 747"," 766"," 814"," 1034"," 320"," 711"," 1065"," 775"," 305"," 349"," 550"," 955"," 739"," 448"," 572"," 405"," 596"," 611"
"2022F","AL","RFTCB"," 26983"," 22761"," 17293"," 20149"," 14257"," 16049"," 10791"," 18449"," 17610"," 21786"," 20684"," 16690"," 19729"," 38394"," 64914"," 81434"," 89551"," 102475"," 93941"," 64414"," 45872"," 29170"," 38476"," 21803"," 17023"," 14140"," 15489"," 15315"," 21643"," 22871"," 24616"," 22213"," 24290"," 25185"," 21256"," 19551"," 19828"," 15980"," 9051"," 9186"," 26590"," 9538"," 25080"," 8075"," 10680"," 11175"," 14199"," 13585"," 13593"," 7079"," 10308"," 13353"," 11458"," 6944"," 7726"," 6843"," 11940"," 11050"," 7215"," 7147"," 5184"," 8623"," 8836"
"2022F","AL","RFTCP"," 4292"," 3620"," 2751"," 3205"," 2268"," 2553"," 1716"," 2934"," 2801"," 3465"," 3290"," 2655"," 3138"," 6107"," 10325"," 12953"," 14244"," 16299"," 14942"," 10246"," 7296"," 4640"," 6120"," 3468"," 2708"," 2249"," 2464"," 2436"," 3443"," 3638"," 3915"," 3533"," 3864"," 4006"," 3381"," 3110"," 3154"," 2542"," 1440"," 1461"," 4229"," 1517"," 3989"," 1284"," 1699"," 1778"," 2258"," 2161"," 2162"," 1126"," 1640"," 2124"," 1823"," 1105"," 1229"," 1088"," 1899"," 1758"," 1148"," 1137"," 824"," 1371"," 1405"
"2022F","AL","RFTXB"," 26983"," 22761"," 17293"," 20149"," 14257"," 16049"," 10791"," 18449"," 17610"," 21786"," 20684"," 16690"," 19729"," 38394"," 64914"," 80812"," 88658"," 101293"," 93380"," 64227"," 45872"," 29170"," 38476"," 21803"," 17023"," 14140"," 15489"," 15315"," 21643"," 22871"," 24616"," 22213"," 24290"," 25185"," 21256"," 19551"," 19828"," 15980"," 9051"," 9186"," 26590"," 9538"," 25080"," 8075"," 10680"," 11175"," 14199"," 13585"," 13593"," 7079"," 10308"," 13353"," 11458"," 6944"," 7726"," 6843"," 11940"," 11050"," 7215"," 7147"," 5184"," 8623"," 8836"
"2022F","AL","RFTXP"," 4292"," 3620"," 2751"," 3205"," 2268"," 2553"," 1716"," 2934"," 2801"," 3465"," 3290"," 2655"," 3138"," 6107"," 10325"," 12854"," 14102"," 16112"," 14853"," 10216"," 7296"," 4640"," 6120"," 3468"," 2708"," 2249"," 2464"," 2436"," 3443"," 3638"," 3915"," 3533"," 3864"," 4006"," 3381"," 3110"," 3154"," 2542"," 1440"," 1461"," 4229"," 1517"," 3989"," 1284"," 1699"," 1778"," 2258"," 2161"," 2162"," 1126"," 1640"," 2124"," 1823"," 1105"," 1229"," 1088"," 1899"," 1758"," 1148"," 1137"," 824"," 1371"," 1405"
"2022F","AL","SFCCB",,,,,,,,,,,,,,,,,,,,," 6"," 3"," 11"," 1"," 7"," 2"," 0"," 0"," 2"," 2"," 36"," 35"," 18"," 41"," 7"," 0"," 2"," 2"," 0"," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","SFEIB",,,,,,,,,,,,,,,,,,,,," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 8"," 8"," 3"," 10"," 1"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 6"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","SFINB",,,,,,,,,,,,,,,,,,,,," 34"," 16"," 63"," 6"," 35"," 9"," 2"," 1"," 11"," 11"," 217"," 230"," 119"," 289"," 50"," 0"," 13"," 15"," 2"," 3"," 0"," 0"," 0"," 11"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","SFRCB",,,,,,,,,,,,,,,,,,,,," 11"," 5"," 20"," 2"," 13"," 3"," 1"," 1"," 4"," 3"," 68"," 68"," 35"," 82"," 14"," 0"," 4"," 4"," 0"," 1"," 0"," 0"," 0"," 3"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","SFTCB",,,,,,,,,,,,,,,,,,,,," 52"," 24"," 96"," 9"," 56"," 15"," 3"," 2"," 17"," 16"," 329"," 341"," 176"," 422"," 72"," 0"," 18"," 22"," 3"," 4"," 0"," 0"," 0"," 22"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","SGICB"," 1460"," 1412"," 1500"," 1545"," 1550"," 1620"," 1577"," 2421"," 2164"," 2243"," 2513"," 2283"," 2707"," 2767"," 3103"," 6171"," 6536"," 7865"," 8350"," 9415"," 9476"," 10610"," 13205"," 6104"," 9159"," 9331"," 13164"," 16922"," 14131"," 13877"," 11178"," 13355"," 10233"," 11769"," 11548"," 11371"," 11843"," 12107"," 11633"," 11451"," 11536"," 10246"," 11523"," 11935"," 10319"," 12335"," 10838"," 11044"," 10709"," 10371"," 10437"," 10456"," 10680"," 10413"," 10205"," 10848"," 11447"," 12078"," 12210"," 11418"," 10906"," 11504"," 12025"
"2022F","AL","SGICP"," 243"," 235"," 250"," 258"," 258"," 270"," 263"," 404"," 361"," 374"," 419"," 381"," 451"," 461"," 517"," 1028"," 1089"," 1311"," 1392"," 1569"," 1579"," 1768"," 2201"," 1017"," 1527"," 1555"," 2194"," 2820"," 2355"," 2313"," 1863"," 2226"," 1705"," 1961"," 1925"," 1895"," 1974"," 2018"," 1939"," 1909"," 1923"," 1708"," 1920"," 1989"," 1720"," 2056"," 1806"," 1841"," 1785"," 1728"," 1739"," 1743"," 1780"," 1736"," 1701"," 1808"," 1821"," 1921"," 1942"," 1816"," 1735"," 1830"," 1913"
"2022F","AL","SHCAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","SNICB"," 0"," 0"," 0"," 0"," 364"," 394"," 397"," 331"," 355"," 389"," 412"," 758"," 812"," 821"," 815"," 701"," 801"," 835"," 1004"," 1017"," 978"," 940"," 875"," 1028"," 1375"," 1057"," 1033"," 1152"," 908"," 854"," 852"," 918"," 1091"," 1091"," 846"," 739"," 848"," 822"," 1220"," 1654"," 1107"," 1551"," 2023"," 1590"," 1008"," 1235"," 1620"," 1805"," 1964"," 1068"," 604"," 523"," 340"," 1882"," 1997"," 1868"," 1761"," 2117"," 1942"," 2018"," 1826"," 1714"," 1881"
"2022F","AL","SNICP"," 0"," 0"," 0"," 0"," 69"," 75"," 76"," 63"," 68"," 74"," 79"," 145"," 155"," 156"," 155"," 133"," 153"," 159"," 191"," 194"," 186"," 179"," 167"," 196"," 262"," 201"," 197"," 220"," 173"," 163"," 162"," 175"," 208"," 208"," 161"," 141"," 162"," 157"," 232"," 315"," 211"," 295"," 385"," 303"," 192"," 235"," 309"," 344"," 374"," 204"," 115"," 100"," 65"," 359"," 380"," 356"," 335"," 403"," 370"," 384"," 348"," 327"," 358"
"2022F","AL","SOCCB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 3"," 9"," 9"," 9"," 18"," 19"," 25"," 34"," 35"," 46"," 54"
"2022F","AL","SOCCP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 3"," 3"," 3"," 5"," 5"," 7"," 10"," 10"," 13"," 16"
"2022F","AL","SOEGB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 107"," 617"," 1219"," 1313"," 1258"," 1686"," 3052"
"2022F","AL","SOEGP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 31"," 181"," 357"," 385"," 369"," 494"," 895"
"2022F","AL","SOGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 75"," 179"," 194"," 194"," 194"," 421"," 421"
"2022F","AL","SOICB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 4"," 4"," 4"," 4"
"2022F","AL","SOICP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 1"," 1"," 1"
"2022F","AL","SOR7P",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 2"," 3"," 3"," 3"," 4"," 5"
"2022F","AL","SORCB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 135"," 138"," 148"," 148"," 148"," 153"," 150"," 146"," 138"," 134"," 127"," 113"," 97"," 82"," 68"," 54"," 53"," 62"," 63"," 64"," 62"," 64"," 66"," 68"," 70"," 72"," 73"," 80"," 82"," 83"," 85"," 86"," 89"," 90"
"2022F","AL","SOTCB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 135"," 138"," 148"," 148"," 148"," 153"," 150"," 146"," 138"," 134"," 127"," 113"," 97"," 82"," 68"," 54"," 53"," 62"," 63"," 64"," 62"," 65"," 67"," 71"," 79"," 81"," 82"," 205"," 717"," 1330"," 1435"," 1383"," 1823"," 3200"
"2022F","AL","SOTGP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 3"," 3"," 3"," 39"," 189"," 368"," 399"," 384"," 513"," 916"
"2022F","AL","SOTXB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 135"," 138"," 148"," 148"," 148"," 153"," 150"," 146"," 138"," 134"," 127"," 113"," 97"," 82"," 68"," 54"," 53"," 62"," 63"," 64"," 62"," 65"," 67"," 71"," 79"," 81"," 82"," 98"," 101"," 111"," 122"," 124"," 138"," 148"
"2022F","AL","SPCAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 18.6"," 22.9"," 22.7"," 22.6"," 21.6"," 20.4"," 24.3"
"2022F","AL","TEACB"," 176015"," 172023"," 179802"," 189395"," 190545"," 200727"," 206854"," 216031"," 242554"," 255625"," 268489"," 281247"," 300827"," 327548"," 350726"," 363127"," 373155"," 395543"," 405416"," 353042"," 349881"," 342116"," 333176"," 324451"," 337698"," 334813"," 349194"," 374883"," 377985"," 401324"," 397799"," 406124"," 417482"," 413632"," 431784"," 454692"," 444370"," 439699"," 447984"," 453914"," 472549"," 445444"," 472526"," 458056"," 493167"," 489519"," 496081"," 499523"," 467593"," 459056"," 478219"," 478194"," 472026"," 466384"," 465321"," 480839"," 504600"," 498742"," 488616"," 500869"," 498155"," 555739"," 551631"
"2022F","AL","TEAPB"," 53.8"," 51.9"," 54.1"," 56.4"," 56.1"," 58.3"," 59.7"," 62.5"," 70.4"," 74.3"," 77.8"," 80.4"," 85"," 91.5"," 96.7"," 98.7"," 99.9"," 104.6"," 105.8"," 91.3"," 89.7"," 87.3"," 84.9"," 82.5"," 85.5"," 84.3"," 87.5"," 93.4"," 93.9"," 99.6"," 98.2"," 99.1"," 100.5"," 98.2"," 101.4"," 105.8"," 102.6"," 100.7"," 101.7"," 102.5"," 106.1"," 99.7"," 105.5"," 101.7"," 108.8"," 107.1"," 107.2"," 106.9"," 99.1"," 96.5"," 99.9"," 99.6"," 98"," 96.5"," 96.1"," 99"," 103.7"," 102.2"," 99.9"," 102.1"," 99"," 110"," 108.7"
