"Data_Status","State","MSN","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"2022F","AL","TECCB"," 53463"," 61026"," 67369"," 73550"," 77567"," 77062"," 80697"," 80030"," 90700"," 100346"," 104587"," 106981"," 114157"," 117343"," 119155"," 114160"," 118290"," 122796"," 120916"," 123247"," 120278"," 137009"," 135738"," 139201"," 126261"," 133517"," 135950"," 139710"," 149408"," 160778"," 158669"," 155364"," 153440"," 157551"," 160410"," 165013"," 178579"," 213223"," 219459"," 232322"," 243953"," 233910"," 240358"," 235720"," 246269"," 249452"," 260306"," 271789"," 264633"," 243888"," 261483"," 248475"," 237919"," 243962"," 252918"," 253876"," 255584"," 244882"," 252411"," 246538"," 224018"," 236565"," 244393"
"2022F","AL","TECPB"," 16.3"," 18.4"," 20.3"," 21.9"," 22.8"," 22.4"," 23.3"," 23.1"," 26.3"," 29.2"," 30.3"," 30.6"," 32.3"," 32.8"," 32.9"," 31"," 31.7"," 32.5"," 31.6"," 31.9"," 30.8"," 35"," 34.6"," 35.4"," 32"," 33.6"," 34.1"," 34.8"," 37.1"," 39.9"," 39.2"," 37.9"," 36.9"," 37.4"," 37.7"," 38.4"," 41.2"," 48.8"," 49.8"," 52.4"," 54.8"," 52.4"," 53.7"," 52.3"," 54.4"," 54.6"," 56.2"," 58.2"," 56.1"," 51.3"," 54.6"," 51.8"," 49.4"," 50.5"," 52.2"," 52.3"," 52.5"," 50.2"," 51.6"," 50.2"," 44.5"," 46.8"," 48.2"
"2022F","AL","TEEIB"," 206165"," 231764"," 265197"," 283037"," 287580"," 327903"," 368122"," 366953"," 395813"," 406807"," 425471"," 405823"," 434035"," 486454"," 532682"," 482120"," 500812"," 691759"," 683587"," 733472"," 759159"," 751933"," 719795"," 725023"," 728028"," 696621"," 663643"," 651894"," 646198"," 731315"," 731956"," 813265"," 876475"," 920030"," 910514"," 965101"," 1118971"," 1100395"," 1115839"," 1133641"," 1182537"," 1163796"," 1236294"," 1243383"," 1244157"," 1277571"," 1312788"," 1367145"," 1364322"," 1268123"," 1369984"," 1383303"," 1339836"," 1303652"," 1313490"," 1312592"," 1217664"," 1191319"," 1216478"," 1195857"," 1130865"," 1194559"," 1212889"
"2022F","AL","TEICB"," 494344"," 458933"," 481546"," 489262"," 541272"," 594851"," 622706"," 659626"," 698956"," 750145"," 769298"," 738097"," 792033"," 796124"," 789293"," 770789"," 778107"," 814087"," 809508"," 889463"," 870328"," 832700"," 731210"," 684593"," 768440"," 746724"," 705633"," 747202"," 801416"," 783985"," 762066"," 772671"," 833437"," 869494"," 929432"," 971326"," 975851"," 934894"," 940098"," 972962"," 978320"," 833655"," 841950"," 855029"," 922250"," 912008"," 920116"," 908318"," 865795"," 693508"," 761494"," 791115"," 824770"," 831320"," 846668"," 809939"," 803662"," 813582"," 829542"," 804102"," 757521"," 809562"," 774332"
"2022F","AL","TEIPB"," 151"," 138.4"," 144.9"," 145.7"," 159.4"," 172.8"," 179.8"," 190.8"," 202.8"," 218.1"," 222.9"," 211.1"," 223.8"," 222.4"," 217.6"," 209.5"," 208.3"," 215.3"," 211.3"," 230.1"," 223.1"," 212.5"," 186.3"," 174"," 194.5"," 188"," 176.8"," 186.1"," 199.2"," 194.5"," 188.2"," 188.5"," 200.6"," 206.3"," 218.2"," 226.1"," 225.3"," 214"," 213.4"," 219.6"," 219.7"," 186.6"," 187.9"," 189.9"," 203.6"," 199.6"," 198.8"," 194.4"," 183.5"," 145.8"," 159.1"," 164.8"," 171.2"," 172.1"," 174.8"," 166.8"," 165.1"," 166.8"," 169.6"," 163.8"," 150.5"," 160.3"," 152.6"
"2022F","AL","TERCB"," 118461"," 114700"," 124708"," 133603"," 140027"," 138486"," 145090"," 145218"," 175828"," 192446"," 207031"," 212394"," 223573"," 238217"," 234102"," 217713"," 234171"," 252295"," 253893"," 234981"," 256959"," 248379"," 250871"," 246997"," 261507"," 260258"," 267557"," 280000"," 287320"," 292868"," 280898"," 284056"," 287511"," 304057"," 300704"," 316428"," 336218"," 315633"," 338840"," 343031"," 370236"," 346578"," 365195"," 348234"," 356075"," 367927"," 374411"," 387829"," 378548"," 353856"," 405336"," 364870"," 328461"," 340505"," 365118"," 336211"," 331714"," 310721"," 342249"," 332225"," 313301"," 323434"," 332943"
"2022F","AL","TERPB"," 36.2"," 34.6"," 37.5"," 39.8"," 41.2"," 40.2"," 41.9"," 42"," 51"," 55.9"," 60"," 60.7"," 63.2"," 66.5"," 64.6"," 59.2"," 62.7"," 66.7"," 66.3"," 60.8"," 65.9"," 63.4"," 63.9"," 62.8"," 66.2"," 65.5"," 67"," 69.7"," 71.4"," 72.7"," 69.4"," 69.3"," 69.2"," 72.2"," 70.6"," 73.6"," 77.6"," 72.3"," 76.9"," 77.4"," 83.2"," 77.6"," 81.5"," 77.3"," 78.6"," 80.5"," 80.9"," 83"," 80.2"," 74.4"," 84.7"," 76"," 68.2"," 70.5"," 75.4"," 69.3"," 68.2"," 63.7"," 70"," 67.7"," 62.3"," 64"," 65.6"
"2022F","AL","TETCB"," 842283"," 806682"," 853424"," 885811"," 949411"," 1011125"," 1055347"," 1100904"," 1208038"," 1298562"," 1349405"," 1338719"," 1430589"," 1479232"," 1493276"," 1465789"," 1503723"," 1584720"," 1589735"," 1600732"," 1597446"," 1560204"," 1450995"," 1395242"," 1493906"," 1475311"," 1458334"," 1541794"," 1616129"," 1638956"," 1599432"," 1618216"," 1691870"," 1744734"," 1822330"," 1907458"," 1935016"," 1903449"," 1946380"," 2002228"," 2065056"," 1859586"," 1920028"," 1897039"," 2017763"," 2018906"," 2050913"," 2067459"," 1976568"," 1749847"," 1906254"," 1882463"," 1863418"," 1882362"," 1929314"," 1880544"," 1895744"," 1867484"," 1913464"," 1883941"," 1793090"," 1924516"," 1902374"
"2022F","AL","TETGR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 12.3"," 12.13"," 12.02"," 12.24"," 11.04"," 11.14"," 10.66"," 10.62"," 10.24"," 10.26"," 10.23"," 9.84"," 9.01"," 9.56"," 9.35"," 9.15"," 9.1"," 9.36"," 9"," 8.91"," 8.62"," 8.67"," 8.38"," 8.07"," 8.3"," 8.07"
"2022F","AL","TETPB"," 257.3"," 243.3"," 256.8"," 263.8"," 279.6"," 293.7"," 304.7"," 318.4"," 350.6"," 377.5"," 391"," 382.8"," 404.2"," 413.2"," 411.8"," 398.4"," 402.6"," 419.2"," 414.9"," 414"," 409.6"," 398.2"," 369.7"," 354.7"," 378"," 371.4"," 365.4"," 384"," 401.6"," 406.7"," 394.9"," 394.8"," 407.3"," 414"," 427.8"," 443.9"," 446.8"," 435.8"," 441.9"," 452"," 463.8"," 416.2"," 428.6"," 421.2"," 445.4"," 441.8"," 443.1"," 442.4"," 418.9"," 367.8"," 398.3"," 392.2"," 386.9"," 389.6"," 398.3"," 387.4"," 389.5"," 382.8"," 391.2"," 383.9"," 356.3"," 381.1"," 374.9"
"2022F","AL","TETXB"," 842283"," 806682"," 853424"," 885811"," 949411"," 1011125"," 1055347"," 1100904"," 1208038"," 1298562"," 1349405"," 1338719"," 1430589"," 1479232"," 1493276"," 1465790"," 1503723"," 1584720"," 1589735"," 1600733"," 1597446"," 1560203"," 1450995"," 1395242"," 1493906"," 1475311"," 1458334"," 1541794"," 1616129"," 1638956"," 1599432"," 1618216"," 1691871"," 1744735"," 1822329"," 1907459"," 1935017"," 1903450"," 1946381"," 2002228"," 2065058"," 1859587"," 1920028"," 1897040"," 2017762"," 2018906"," 2050913"," 2067460"," 1976568"," 1750308"," 1906532"," 1882653"," 1863176"," 1882172"," 1930026"," 1880866"," 1895559"," 1867927"," 1912818"," 1883734"," 1792995"," 1925301"," 1903299"
"2022F","AL","TNACB"," 176015"," 172023"," 179802"," 189395"," 190545"," 200727"," 206854"," 216031"," 242554"," 255625"," 268489"," 281247"," 300827"," 327548"," 350726"," 363127"," 373155"," 395543"," 405416"," 353042"," 349881"," 342116"," 333176"," 324451"," 337698"," 334813"," 349194"," 374883"," 377985"," 401324"," 397799"," 406124"," 417482"," 413632"," 431784"," 454692"," 444369"," 439699"," 447984"," 453914"," 472549"," 445444"," 472526"," 458056"," 493167"," 489519"," 496081"," 499523"," 467593"," 459056"," 478219"," 478194"," 472026"," 466384"," 465321"," 480839"," 504600"," 498742"," 488616"," 500869"," 498155"," 555739"," 551631"
"2022F","AL","TNCCB"," 37021"," 44560"," 49235"," 53686"," 56071"," 53955"," 55956"," 53898"," 61699"," 68213"," 68632"," 69530"," 73263"," 72097"," 72376"," 68927"," 72389"," 73703"," 71144"," 74689"," 68090"," 72047"," 70548"," 74034"," 69052"," 72463"," 73147"," 72103"," 78463"," 81688"," 81113"," 76806"," 77049"," 77922"," 80056"," 80228"," 87384"," 101701"," 97222"," 103723"," 107093"," 105564"," 105586"," 107053"," 110631"," 107051"," 113555"," 112811"," 112534"," 108750"," 116164"," 112257"," 105814"," 110488"," 113633"," 117362"," 118366"," 113648"," 120616"," 117039"," 108347"," 114628"," 120131"
"2022F","AL","TNICB"," 432662"," 396138"," 413962"," 414514"," 458885"," 503337"," 523266"," 555772"," 587368"," 627760"," 643207"," 611962"," 651370"," 645943"," 636441"," 628159"," 609899"," 625178"," 613141"," 684939"," 676472"," 656011"," 591387"," 547681"," 603439"," 579076"," 543120"," 573741"," 616014"," 590175"," 577246"," 588672"," 638550"," 665351"," 724300"," 754518"," 756668"," 721466"," 716146"," 736999"," 735343"," 624519"," 626794"," 640587"," 694146"," 672921"," 679417"," 656897"," 629616"," 512018"," 556958"," 584647"," 620235"," 631313"," 636277"," 614823"," 614769"," 621340"," 640312"," 621142"," 590555"," 630066"," 598337"
"2022F","AL","TNRCB"," 90054"," 85675"," 92077"," 98251"," 101508"," 97213"," 99620"," 97313"," 113451"," 122764"," 126465"," 127447"," 130554"," 135612"," 131344"," 124296"," 134385"," 140290"," 139247"," 126897"," 137421"," 135177"," 140328"," 137825"," 146382"," 141122"," 144153"," 148640"," 151229"," 151650"," 142247"," 144056"," 147762"," 152722"," 151872"," 155945"," 168614"," 152747"," 156370"," 158215"," 170802"," 164586"," 167149"," 162795"," 163128"," 161552"," 160274"," 159964"," 161303"," 159710"," 180695"," 162886"," 142826"," 155211"," 165086"," 150359"," 145605"," 136573"," 156592"," 150316"," 143218"," 147123"," 150229"
"2022F","AL","TNTXB"," 735752"," 698396"," 735076"," 755845"," 807009"," 855231"," 885696"," 923015"," 1005072"," 1074361"," 1106793"," 1090186"," 1156013"," 1181199"," 1190886"," 1184509"," 1189828"," 1234714"," 1228949"," 1239568"," 1231865"," 1205351"," 1135439"," 1083991"," 1156571"," 1127474"," 1109614"," 1169368"," 1223691"," 1224838"," 1198405"," 1215657"," 1280844"," 1309627"," 1388012"," 1445383"," 1457035"," 1415612"," 1417721"," 1452851"," 1485787"," 1340114"," 1372055"," 1368492"," 1461072"," 1431043"," 1449327"," 1429196"," 1371046"," 1239535"," 1332037"," 1337984"," 1340901"," 1363396"," 1380316"," 1363382"," 1383339"," 1370303"," 1406136"," 1389366"," 1340275"," 1447556"," 1420327"
"2022F","AL","TPOPP"," 3274"," 3316"," 3323"," 3358"," 3395"," 3443"," 3464"," 3458"," 3446"," 3440"," 3451"," 3497"," 3539"," 3580"," 3626"," 3679"," 3735"," 3780"," 3832"," 3866"," 3900"," 3919"," 3925"," 3934"," 3952"," 3973"," 3992"," 4015"," 4024"," 4030"," 4050"," 4099"," 4154"," 4214"," 4260"," 4297"," 4331"," 4368"," 4405"," 4430"," 4452"," 4468"," 4480"," 4503"," 4531"," 4570"," 4629"," 4673"," 4718"," 4758"," 4786"," 4800"," 4817"," 4832"," 4844"," 4855"," 4867"," 4878"," 4892"," 4908"," 5032"," 5050"," 5074"
"2022F","AL","UOICB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","-2641","-3798","-1027","-2539","-2623","-3308","-4360","-2664","-3579","-2800","-4215","-2509","-3259","-2240","-2574","-930","-861","-2541","-2294","-3195","-527","-1070","-392","-504"," 23"," 491"," 472","-391","-554"," 198"," 395"," 433"," 113","-542","-129"," 61"," 583"," 234"," 1012"," 1479"," 382"," 0"
"2022F","AL","UOICP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","-453","-652","-176","-436","-450","-568","-748","-457","-614","-481","-724","-431","-559","-385","-442","-160","-148","-436","-394","-549","-90","-184","-67","-87"," 4"," 84"," 81","-67","-95"," 34"," 68"," 74"," 19","-93","-22"," 11"," 100"," 40"," 174"," 254"," 66"," 0"
"2022F","AL","USICB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","USICP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","WDCCB"," 410"," 384"," 361"," 339"," 314"," 289"," 272"," 254"," 236"," 214"," 194"," 180"," 169"," 157"," 172"," 201"," 223"," 244"," 220"," 226"," 406"," 448"," 584"," 469"," 634"," 692"," 778"," 736"," 812"," 1892"," 1654"," 1726"," 1821"," 1707"," 1634"," 1650"," 1714"," 1098"," 959"," 1008"," 1079"," 936"," 958"," 998"," 975"," 736"," 683"," 726"," 766"," 941"," 929"," 895"," 784"," 908"," 946"," 312"," 310"," 273"," 307"," 287"," 291"," 293"," 302"
"2022F","AL","WDEIB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 25229"," 25494"," 25552"," 24344"," 24515"," 23137"," 20535"," 20059"," 18525"," 18177"," 12184"," 3264"," 3529"," 3103"," 3033"," 3211"," 3371"," 3654"," 3665"," 3535"," 4839"," 5195"," 4583"," 3768"," 3980"," 4556"," 4035"," 4263"," 4181"," 2972"," 0"," 0"," 0"," 0"
"2022F","AL","WDGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 593"," 591"," 583"," 590"," 675"," 675"," 610"," 664"," 666"," 680"," 594"," 627"," 612"," 613"," 611"
"2022F","AL","WDICB"," 23598"," 25559"," 26557"," 27503"," 29464"," 32061"," 34486"," 35570"," 40334"," 41813"," 41882"," 44307"," 49639"," 50637"," 49175"," 46818"," 50843"," 53595"," 54799"," 55728"," 124282"," 124437"," 117757"," 131272"," 130418"," 127777"," 128062"," 125357"," 129255"," 111106"," 97693"," 96537"," 102814"," 133378"," 172844"," 182925"," 169464"," 151270"," 180514"," 187415"," 188946"," 151625"," 150095"," 142074"," 170943"," 166032"," 181100"," 173222"," 157636"," 124240"," 138556"," 155192"," 158929"," 173097"," 163385"," 156844"," 155844"," 161120"," 161435"," 162162"," 157274"," 163573"," 159794"
"2022F","AL","WDRCB"," 21672"," 20227"," 19040"," 17922"," 16564"," 15291"," 14345"," 13227"," 12350"," 11318"," 10303"," 9580"," 8927"," 8290"," 9116"," 10595"," 11816"," 12866"," 11541"," 11920"," 16346"," 18621"," 25786"," 20679"," 28261"," 29112"," 26518"," 21647"," 23102"," 23356"," 15130"," 15862"," 16642"," 12681"," 12037"," 12037"," 12500"," 6570"," 5839"," 5992"," 6453"," 5318"," 5398"," 5682"," 5824"," 4589"," 4070"," 4498"," 5033"," 6666"," 7149"," 6934"," 5794"," 7561"," 7652"," 2129"," 1753"," 1490"," 2047"," 1990"," 1274"," 1281"," 1619"
"2022F","AL","WDTCB"," 45681"," 46171"," 45959"," 45764"," 46341"," 47641"," 49102"," 49050"," 52920"," 53345"," 52378"," 54068"," 58735"," 59084"," 58463"," 57615"," 62883"," 66705"," 66560"," 67874"," 141033"," 143506"," 144127"," 152421"," 159314"," 157581"," 155358"," 147740"," 153169"," 161582"," 139971"," 139677"," 145620"," 172280"," 209652"," 217147"," 203736"," 177463"," 205488"," 206600"," 199742"," 161408"," 159554"," 151787"," 180954"," 174727"," 189507"," 182110"," 166971"," 136686"," 151829"," 167604"," 169275"," 185545"," 176539"," 163320"," 162170"," 167064"," 166761"," 164439"," 158838"," 165147"," 161714"
"2022F","AL","WSCCB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","WSEIB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 550"," 520"," 352"," 352"," 54"," 24"," 23"," 12"," 12"," 4"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 52"," 31"," 20"," 20"," 122"," 118"," 485"," 514"," 547"," 531"," 412"," 523"," 498"," 545"," 449"
"2022F","AL","WSGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 2"," 2"," 6"," 6"," 6"," 6"," 6"," 6"," 6"," 6"," 6"
"2022F","AL","WSICB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 6736"," 9142"," 12062"," 15812"," 17837"," 3609"," 3977"," 4343"," 2899"," 3193"," 3132"," 2769"," 2516"," 4786"," 4787"," 4874"," 4384"," 3691"," 4057"," 4041"," 3607"," 3212"," 3279"," 3189"," 3306"," 4569"," 5008"," 5709"," 5238"," 5269"," 1707"," 1692"," 1524"," 1145"," 1050"," 1059"," 1181"," 1268"," 1055"," 989"," 1262"," 1210"
"2022F","AL","WSTCB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 6736"," 9142"," 12062"," 15812"," 17837"," 3609"," 3977"," 4343"," 3449"," 3713"," 3484"," 3121"," 2570"," 4810"," 4810"," 4886"," 4396"," 3695"," 4057"," 4041"," 3607"," 3212"," 3279"," 3189"," 3306"," 4569"," 5008"," 5761"," 5269"," 5289"," 1727"," 1814"," 1642"," 1630"," 1565"," 1606"," 1712"," 1680"," 1577"," 1487"," 1808"," 1659"
"2022F","AL","WWCCB"," 410"," 384"," 361"," 339"," 314"," 289"," 272"," 254"," 236"," 214"," 194"," 180"," 169"," 157"," 172"," 201"," 223"," 244"," 220"," 226"," 406"," 448"," 584"," 469"," 634"," 692"," 778"," 736"," 812"," 1892"," 1654"," 1726"," 1821"," 1707"," 1634"," 1650"," 1714"," 1098"," 959"," 1008"," 1079"," 936"," 958"," 998"," 975"," 736"," 683"," 726"," 766"," 941"," 929"," 895"," 784"," 908"," 946"," 312"," 310"," 273"," 307"," 287"," 291"," 293"," 302"
"2022F","AL","WWEIB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 25779"," 26014"," 25904"," 24696"," 24569"," 23161"," 20558"," 20071"," 18537"," 18181"," 12184"," 3264"," 3529"," 3103"," 3033"," 3211"," 3371"," 3654"," 3665"," 3588"," 4870"," 5215"," 4603"," 3890"," 4098"," 5041"," 4550"," 4810"," 4711"," 3384"," 523"," 498"," 545"," 449"
"2022F","AL","WWICB"," 23598"," 25559"," 26557"," 27503"," 29464"," 32061"," 34486"," 35570"," 40334"," 41813"," 41882"," 44307"," 49639"," 50637"," 49175"," 46818"," 50843"," 53595"," 54799"," 55728"," 124282"," 131173"," 126899"," 143334"," 146230"," 145614"," 131671"," 129334"," 133598"," 114005"," 100885"," 99669"," 105583"," 135893"," 177630"," 187712"," 174338"," 155654"," 184205"," 191472"," 192986"," 155232"," 153307"," 145353"," 174133"," 169338"," 185668"," 178230"," 163345"," 129478"," 143825"," 156899"," 160622"," 174621"," 164530"," 157894"," 156903"," 162301"," 162703"," 163217"," 158263"," 164836"," 161005"
"2022F","AL","WWTCB"," 45681"," 46171"," 45959"," 45764"," 46341"," 47641"," 49102"," 49050"," 52920"," 53345"," 52378"," 54068"," 58735"," 59084"," 58463"," 57615"," 62883"," 66705"," 66560"," 67874"," 141033"," 150242"," 153269"," 164483"," 175126"," 175418"," 158967"," 151718"," 157512"," 165031"," 143683"," 143162"," 148742"," 174850"," 214463"," 221956"," 208622"," 181859"," 209183"," 210656"," 203782"," 165015"," 162766"," 155066"," 184143"," 178033"," 194075"," 187119"," 172732"," 141954"," 157118"," 169330"," 171090"," 187188"," 178169"," 164884"," 163776"," 168776"," 168441"," 166017"," 160326"," 166955"," 163374"
"2022F","AL","WWTXB"," 45681"," 46171"," 45959"," 45764"," 46341"," 47641"," 49102"," 49050"," 52920"," 53345"," 52378"," 54068"," 58735"," 59084"," 58463"," 57615"," 62883"," 66705"," 66560"," 67874"," 141033"," 150242"," 153269"," 164483"," 175126"," 175418"," 158967"," 151718"," 157512"," 139252"," 117669"," 117258"," 124046"," 150281"," 191302"," 201398"," 188551"," 163322"," 191002"," 198472"," 200518"," 161486"," 159663"," 152033"," 180932"," 174663"," 190421"," 183454"," 169144"," 137085"," 151903"," 164728"," 167200"," 183089"," 173128"," 160335"," 158966"," 164064"," 165057"," 165494"," 159828"," 166409"," 162925"
"2022F","AL","WXICB"," 39"," 38"," 34"," 33"," 31"," 33"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 319"," 267"," 275"," 269"," 263"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 447"," 474"," 509"," 516"," 516"," 574"," 516"," 500"," 442"," 390"," 582"," 516"," 497"," 493"," 503"," 420"," 352"," 308"," 197"," 275"," 242"," 246"," 291"," 261"," 218"," 227"," 193"," 235"," 198"," 175"," 224"," 247"
"2022F","AL","WXICP"," 7"," 7"," 6"," 6"," 6"," 6"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 58"," 48"," 50"," 49"," 48"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 81"," 86"," 92"," 93"," 93"," 104"," 93"," 90"," 80"," 70"," 105"," 93"," 90"," 89"," 91"," 76"," 64"," 56"," 35"," 50"," 44"," 44"," 53"," 47"," 39"," 41"," 35"," 43"," 36"," 32"," 40"," 45"
"2022F","AL","WYCAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","WYCCB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","WYCCP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","WYEGB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","WYEGP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","WYGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","WYICB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
