"Data_Status","State","MSN","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"2022F","AL","P1ISB"," 35422"," 38330"," 40784"," 41899"," 37766"," 36222"," 37714"," 43964"," 46061"," 40363"," 37794"," 46852"," 45831"," 38685"," 39451"," 40436"," 33004"," 42610"," 39943"," 36601"," 35315"," 41581"," 38885"," 39096"," 39700"," 39057"," 42905"," 41528"," 35329"," 36612"," 39466"," 37411"," 39365"," 39297"," 52235"," 54380"," 53379"," 45542"," 45820"," 27555"," 27044"," 27647"," 26793"," 22520"," 22158"," 21640"," 21913"," 21885"," 19722"," 18919"," 19941"," 19800"," 20635"
"2022F","AL","P1SCB"," 46194"," 48912"," 51448"," 54526"," 52469"," 43303"," 44857"," 50648"," 53563"," 47024"," 44116"," 52193"," 54187"," 46222"," 43731"," 44486"," 37182"," 46911"," 44397"," 40744"," 39194"," 45261"," 42445"," 42742"," 43411"," 42855"," 46583"," 45377"," 39179"," 40528"," 43273"," 41008"," 42640"," 42664"," 55756"," 57890"," 56841"," 48947"," 48608"," 30035"," 30489"," 30955"," 29767"," 25538"," 25305"," 25133"," 25439"," 25081"," 22678"," 21870"," 22768"," 22938"," 23872"
"2022F","AL","P1TCD"," 1.19"," 1.21"," 1.27"," 1.34"," 1.84"," 2.72"," 2.78"," 2.79"," 3"," 4.12"," 5.54"," 6.61"," 6.48"," 6.6"," 6.34"," 6.37"," 6.75"," 5.35"," 5.33"," 5.75"," 6.29"," 6.15"," 5.46"," 5.63"," 5.7"," 5.86"," 5.89"," 6.22"," 6.59"," 6.67"," 7.2"," 8"," 8.15"," 8.67"," 8.06"," 9.17"," 11.64"," 13.37"," 15.23"," 20.16"," 23.28"," 27.74"," 28.74"," 27.85"," 27.93"," 24.76"," 21.71"," 22.27"," 26.06"," 27.07"," 24.2"," 28.07"," 36.29"
"2022F","AL","P1TCV"," 55.1"," 59.2"," 65.2"," 73.1"," 96.5"," 117.7"," 124.5"," 141.3"," 160.7"," 193.9"," 244.3"," 344.8"," 351"," 305.3"," 277.2"," 283.3"," 251"," 251.1"," 236.6"," 234.2"," 246.3"," 278.2"," 231.8"," 240.7"," 247.3"," 251.2"," 274.4"," 282.1"," 258.2"," 270.1"," 311.6"," 328.2"," 347.7"," 370"," 449.3"," 530.8"," 661.6"," 654.4"," 740.1"," 605.6"," 709.9"," 858.6"," 855.4"," 711.1"," 706.9"," 622.2"," 552.2"," 558.5"," 591"," 592"," 551"," 643.8"," 866.3"
"2022F","AL","P1TXD"," 1.26"," 1.29"," 1.37"," 1.43"," 2.12"," 2.72"," 2.78"," 2.79"," 3"," 4.12"," 5.54"," 6.61"," 6.48"," 6.6"," 6.34"," 6.37"," 6.75"," 5.35"," 5.33"," 5.75"," 6.29"," 6.15"," 5.46"," 5.63"," 5.7"," 5.86"," 5.89"," 6.22"," 6.59"," 6.67"," 7.2"," 8"," 8.15"," 8.67"," 8.06"," 9.17"," 11.64"," 13.37"," 15.23"," 20.16"," 23.28"," 27.74"," 28.74"," 27.85"," 27.93"," 24.76"," 21.71"," 22.27"," 26.06"," 27.07"," 24.2"," 28.07"," 36.29"
"2022F","AL","P1TXV"," 54.6"," 58.6"," 64.4"," 72.3"," 93.7"," 117.7"," 124.5"," 141.3"," 160.7"," 193.9"," 244.3"," 344.8"," 351"," 305.3"," 277.2"," 283.3"," 251"," 251.1"," 236.6"," 234.2"," 246.3"," 278.2"," 231.8"," 240.7"," 247.3"," 251.2"," 274.4"," 282.1"," 258.2"," 270.1"," 311.6"," 328.2"," 347.7"," 370"," 449.3"," 530.8"," 661.6"," 654.4"," 740.1"," 605.6"," 709.9"," 858.6"," 855.4"," 711.1"," 706.9"," 622.2"," 552.2"," 558.5"," 591"," 592"," 551"," 643.8"," 866.3"
"2022F","AL","P5RFB"," 2513"," 2283"," 2707"," 2767"," 3103"," 6171"," 6536"," 7865"," 8350"," 9415"," 9476"," 5771"," 7159"," 4316"," 6088"," 5170"," 7196"," 11018"," 10891"," 10830"," 8788"," 8897"," 8260"," 8511"," 9357"," 8839"," 10971"," 11322"," 9124"," 9208"," 8371"," 9761"," 10512"," 11602"," 9886"," 12427"," 11334"," 11529"," 10318"," 9811"," 10633"," 10851"," 11113"," 10524"," 9662"," 10717"," 11506"," 12659"," 12432"," 12421"," 12379"," 11879"," 12020"
"2022F","AL","PAACD"," 2.46"," 2.51"," 2.58"," 2.69"," 3.58"," 3.67"," 4.01"," 4.3"," 4.43"," 6.28"," 8.78"," 10.27"," 9.72"," 8.48"," 8.36"," 8.35"," 6.67"," 6.93"," 6.87"," 7.45"," 8.43"," 8.04"," 8.03"," 8.08"," 8.01"," 8.19"," 8.73"," 8.86"," 7.74"," 8.35"," 10.72"," 10.33"," 9.78"," 11.09"," 13.47"," 17.32"," 19.32"," 20.97"," 26.06"," 17.87"," 21.5"," 27.32"," 27.86"," 27.25"," 26.04"," 18.38"," 16.17"," 18.3"," 20.72"," 19.45"," 15.98"," 22.22"," 30.38"
"2022F","AL","PAACV"," 608.3"," 651.8"," 724.8"," 824.6"," 1184.6"," 1268"," 1462.5"," 1656.5"," 1747.2"," 2133.1"," 2923.8"," 3318.9"," 3076.9"," 2634"," 2707.7"," 2690.7"," 2249.1"," 2485.1"," 2487.3"," 2873"," 3214"," 3114.8"," 3179"," 3211.7"," 3335"," 3553.3"," 3707.9"," 3705.5"," 3306"," 3600"," 4811.6"," 4385.7"," 4401"," 4861.3"," 6418.7"," 8203.8"," 9273.6"," 10118.3"," 11728"," 7854.9"," 9795.5"," 12418.7"," 12428.3"," 12088.2"," 11608.2"," 8425.1"," 7803.5"," 8725.3"," 9581.5"," 9263.4"," 7540.9"," 11774.7"," 15827.8"
"2022F","AL","PACAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," .4"," .4"," .5"," .2"," .2"," .2"," .2"," .3"," .2"," .2"," .3"," .3"," .3"," .2"," .2"
"2022F","AL","PACCD"," 1.53"," 1.67"," 1.68"," 1.68"," 2.75"," 2.94"," 3.13"," 3.61"," 3.67"," 4.95"," 6.31"," 7.62"," 6.91"," 6.65"," 6.78"," 5.64"," 4.03"," 4.43"," 3.76"," 5.05"," 5.76"," 6.03"," 6.42"," 6.45"," 5.68"," 6.32"," 7.31"," 7.41"," 6.17"," 7.23"," 9.7"," 9.26"," 7.94"," 8.61"," 10.92"," 14.2"," 16.03"," 17.79"," 23.94"," 15.37"," 18.52"," 23.98"," 23.1"," 21.95"," 20.92"," 15.12"," 13.7"," 15.8"," 18.17"," 16.57"," 13.1"," 19.44"," 27.39"
"2022F","AL","PACCV"," 18.6"," 19.8"," 21.7"," 24"," 34.4"," 34.8"," 45.3"," 53.7"," 50.3"," 53.5"," 59"," 83"," 59.1"," 73"," 56.2"," 70.9"," 49"," 52.2"," 50.5"," 66.8"," 74.3"," 58.2"," 52.1"," 53.8"," 52.6"," 48.1"," 52.4"," 53"," 42.4"," 68"," 104.6"," 94.6"," 72.3"," 88.3"," 112.5"," 95.9"," 188.5"," 177.8"," 217.7"," 124.1"," 172.7"," 236.5"," 202.1"," 147.4"," 132.2"," 169.6"," 181.2"," 192.8"," 232.6"," 205.6"," 153.5"," 257.7"," 460.9"
"2022F","AL","PAEID"," .2"," .27"," .48"," .57"," .86"," 2.08"," 2.23"," 2.5"," 2.65"," 3.69"," 6.35"," 7.8"," 7.11"," 6.28"," 6.15"," 6"," 3.49"," 4.03"," 3.67"," 4.14"," 5.57"," 5.12"," 4.6"," 4.25"," 4.02"," 3.76"," 4.46"," 4.05"," 2.88"," 3.26"," 6.52"," 5.52"," 5.2"," 5.67"," 7.77"," 11.8"," 13.6"," 14.13"," 18.13"," 12.26"," 16.29"," 22.05"," 22.81"," 22.3"," 20.94"," 12.66"," 10.12"," 13.52"," 16.26"," 15.13"," 9.56"," 15.38"," 26.31"
"2022F","AL","PAEIV"," .6"," 1.1"," 3.5"," 5"," 10.3"," 7.5"," 10.2"," 15.2"," 18.1"," 3"," 4.8"," 4.4"," 2.6"," 4.7"," 2.6"," 3.1"," 1.4"," 1.4"," 3.7"," 5.2"," 4.3"," 4.9"," 3.8"," 3.2"," 5.1"," 4"," 7.8"," 5.4"," 7.9"," 5.6"," 17.8"," 17.4"," 10.9"," 15.2"," 10.8"," 18.7"," 14"," 12.1"," 22.6"," 12.5"," 20.2"," 23.8"," 18.6"," 14"," 21.3"," 9.2"," 3.7"," 4.4"," 12.9"," 2.5"," .7"," 3.2"," 11"
"2022F","AL","PAICD"," .92"," .99"," 1.01"," 1.04"," 1.83"," 2.09"," 2.15"," 2.44"," 2.56"," 3.27"," 4.44"," 5.78"," 5.43"," 5.79"," 5.8"," 5.78"," 5.08"," 4.52"," 4.21"," 4.88"," 5.55"," 5.39"," 4.87"," 4.97"," 4.54"," 4.71"," 5.22"," 5.22"," 4.7"," 4.95"," 6.2"," 6.75"," 6.25"," 7.33"," 8.4"," 10.47"," 12.53"," 13.96"," 17.71"," 15.62"," 18.12"," 22.71"," 23.62"," 22.88"," 22.15"," 15.58"," 12.97"," 15.06"," 18.37"," 17.61"," 14.01"," 18.62"," 26.63"
"2022F","AL","PAICV"," 62.5"," 67.2"," 78.7"," 101.3"," 184.5"," 218.2"," 266.3"," 340.8"," 351.1"," 383.8"," 384"," 531.8"," 517.1"," 437.5"," 400.1"," 360.2"," 301.5"," 307.7"," 274.9"," 321.3"," 385.1"," 383.6"," 342.1"," 362.7"," 362.8"," 359"," 437.3"," 394.1"," 301.8"," 343.8"," 449.8"," 504.3"," 500"," 668.7"," 877"," 1107"," 1258.1"," 1251.8"," 1623.9"," 943.1"," 1070.9"," 1436.1"," 1569.1"," 1191.2"," 1077"," 822.1"," 733.3"," 800"," 943.4"," 862.9"," 711.9"," 970.8"," 1426.5"
"2022F","AL","PAISB"," 67661"," 67603"," 77965"," 97228"," 101022"," 104292"," 124018"," 139632"," 137396"," 117359"," 86475"," 91936"," 95156"," 75502"," 69016"," 62280"," 59365"," 68064"," 65276"," 65852"," 69383"," 71192"," 70242"," 72962"," 79939"," 76231"," 83818"," 75510"," 64140"," 69517"," 72491"," 74751"," 80058"," 91205"," 104408"," 105736"," 100426"," 89642"," 91678"," 60397"," 59108"," 63248"," 66427"," 52057"," 48632"," 52762"," 56556"," 53114"," 51362"," 49012"," 50794"," 52134"," 53565"
"2022F","AL","PARCD"," 2.13"," 2.19"," 2.16"," 3.86"," 3.9"," 4.21"," 4.09"," 4.67"," 4.89"," 7.39"," 7.91"," 8.36"," 9.53"," 8.78"," 8.79"," 8.38"," 7.88"," 8.54"," 8.19"," 9.11"," 10.95"," 12.12"," 11"," 10.04"," 10.39"," 10.37"," 11.6"," 11.52"," 10.74"," 10.87"," 14.37"," 15.55"," 13.06"," 15.21"," 16.4"," 18.97"," 22.09"," 23.94"," 28.45"," 23"," 25.84"," 28.98"," 26.68"," 26.46"," 30.87"," 23.36"," 22.33"," 25.88"," 26.93"," 23.78"," 20.98"," 26.76"," 29.83"
"2022F","AL","PARCV"," 37.6"," 40"," 42.8"," 73.4"," 59.3"," 58.9"," 65.3"," 79.8"," 70.2"," 67"," 76.3"," 82.8"," 103.3"," 110.5"," 63.6"," 61.8"," 65.7"," 82.9"," 81.5"," 95.9"," 99.6"," 96.7"," 82"," 97"," 97.4"," 101.1"," 115.6"," 119.6"," 93.8"," 169"," 236.1"," 208.6"," 148.2"," 132.2"," 156.2"," 127.3"," 148.6"," 169.4"," 218.1"," 193.8"," 240.1"," 174.1"," 115.4"," 126.8"," 156.3"," 129.2"," 114.9"," 125.5"," 156.8"," 144.3"," 122.1"," 124.9"," 141.9"
"2022F","AL","PASCB"," 347886"," 361664"," 398846"," 446323"," 471338"," 479508"," 523719"," 562755"," 566562"," 477707"," 439113"," 436588"," 431339"," 410356"," 408818"," 404793"," 417342"," 448742"," 451720"," 476323"," 473288"," 477371"," 482390"," 489305"," 516252"," 528648"," 527257"," 512488"," 509692"," 527138"," 551284"," 526237"," 552601"," 551273"," 602318"," 594501"," 599997"," 590047"," 559673"," 517540"," 534601"," 534731"," 526396"," 507854"," 506779"," 528664"," 557918"," 547312"," 533229"," 543897"," 540271"," 600146"," 596539"
"2022F","AL","PATCD"," 2.09"," 2.16"," 2.18"," 2.3"," 3.13"," 3.31"," 3.53"," 3.81"," 3.95"," 5.53"," 7.85"," 9.21"," 8.71"," 7.94"," 7.9"," 7.87"," 6.39"," 6.53"," 6.42"," 7.06"," 7.98"," 7.66"," 7.59"," 7.62"," 7.46"," 7.69"," 8.2"," 8.35"," 7.36"," 7.94"," 10.19"," 9.9"," 9.29"," 10.46"," 12.58"," 16.07"," 18.14"," 19.88"," 24.68"," 17.64"," 21.14"," 26.72"," 27.23"," 26.72"," 25.64"," 18.07"," 15.84"," 17.99"," 20.49"," 19.27"," 15.79"," 21.88"," 29.95"
"2022F","AL","PATCV"," 727.6"," 780"," 871.4"," 1028.2"," 1473.1"," 1587.4"," 1849.5"," 2146.1"," 2237"," 2640.4"," 3448"," 4021"," 3759"," 3259.7"," 3230.2"," 3186.7"," 2666.7"," 2929.3"," 2898"," 3362.2"," 3777.3"," 3658.1"," 3659"," 3728.4"," 3852.9"," 4065.4"," 4321"," 4277.7"," 3751.8"," 4186.3"," 5619.8"," 5210.5"," 5132.4"," 5765.7"," 7575.3"," 9552.7"," 10882.8"," 11729.3"," 13810.3"," 9128.5"," 11299.3"," 14289.2"," 14333.5"," 13567.6"," 12995"," 9555.2"," 8836.6"," 9847.9"," 10927.2"," 10478.7"," 8529.1"," 13131.3"," 17868.2"
"2022F","AL","PATXD"," 2.11"," 2.18"," 2.22"," 2.34"," 3.18"," 3.32"," 3.54"," 3.83"," 3.96"," 5.53"," 7.85"," 9.21"," 8.72"," 7.95"," 7.9"," 7.87"," 6.39"," 6.53"," 6.42"," 7.07"," 7.98"," 7.67"," 7.59"," 7.63"," 7.47"," 7.7"," 8.21"," 8.36"," 7.39"," 7.96"," 10.21"," 9.93"," 9.3"," 10.48"," 12.59"," 16.08"," 18.15"," 19.89"," 24.69"," 17.65"," 21.15"," 26.73"," 27.24"," 26.72"," 25.65"," 18.08"," 15.84"," 18"," 20.5"," 19.27"," 15.79"," 21.88"," 29.96"
"2022F","AL","PATXV"," 727"," 778.9"," 867.9"," 1023.2"," 1462.8"," 1579.9"," 1839.3"," 2130.9"," 2218.9"," 2637.4"," 3443.1"," 4016.6"," 3756.3"," 3255"," 3227.7"," 3183.6"," 2665.4"," 2927.9"," 2894.3"," 3357"," 3773"," 3653.3"," 3655.2"," 3725.2"," 3847.7"," 4061.4"," 4313.2"," 4272.2"," 3743.9"," 4180.7"," 5602.1"," 5193.1"," 5121.5"," 5750.5"," 7564.4"," 9534"," 10868.8"," 11717.2"," 13787.7"," 9116"," 11279.2"," 14265.4"," 14314.9"," 13553.6"," 12973.7"," 9546"," 8832.9"," 9843.5"," 10914.3"," 10476.2"," 8528.4"," 13128.1"," 17857.2"
"2022F","AL","PCCCD"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","PCCCV"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","PCEID"," .17"," .18"," .18"," .2"," .34"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","PCEIV"," .4"," .6"," .8"," .8"," 2.8"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","PCICD"," .53"," .66"," .61"," .61"," .74"," 1.42"," 1.57"," 1.83"," 1.69"," 1.69"," 2.19"," 2.75"," 2.15"," 1.55"," 1.66"," 1.86"," 1.53"," 1.5"," 1.45"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","PCICV"," 3.8"," 7.2"," 7.5"," 6.2"," 7.7"," 16.6"," 16.6"," 25.8"," 20"," 14.5"," 12.6"," 33.6"," 20.8"," 7.8"," 12.8"," 15.4"," 5.1"," 8.1"," 7.9"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","PCISB"," 7097"," 10999"," 12334"," 10187"," 10500"," 11700"," 10582"," 14094"," 11836"," 8574"," 5774"," 12222"," 9670"," 5049"," 7671"," 8311"," 3359"," 5376"," 5433"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","PCRFB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 367"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","PCSCB"," 9798"," 14661"," 16669"," 14312"," 18697"," 11700"," 10582"," 14094"," 11836"," 8574"," 5774"," 12222"," 9670"," 5049"," 7671"," 8311"," 3359"," 5376"," 5433"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","PCTCD"," .43"," .54"," .5"," .49"," .56"," 1.42"," 1.57"," 1.83"," 1.69"," 1.69"," 2.19"," 2.75"," 2.15"," 1.55"," 1.66"," 1.86"," 1.53"," 1.5"," 1.45"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","PCTCV"," 4.2"," 7.9"," 8.3"," 7"," 10.5"," 16.6"," 16.6"," 25.8"," 20"," 14.5"," 12.6"," 33.6"," 20.8"," 7.8"," 12.8"," 15.4"," 5.1"," 8.1"," 7.9"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","PCTXD"," .53"," .66"," .61"," .61"," .74"," 1.42"," 1.57"," 1.83"," 1.69"," 1.69"," 2.19"," 2.75"," 2.15"," 1.55"," 1.66"," 1.86"," 1.53"," 1.5"," 1.45"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","PCTXV"," 3.8"," 7.2"," 7.5"," 6.2"," 7.7"," 16.6"," 16.6"," 25.8"," 20"," 14.5"," 12.6"," 33.6"," 20.8"," 7.8"," 12.8"," 15.4"," 5.1"," 8.1"," 7.9"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","PEACD"," 2.45"," 2.51"," 2.58"," 2.68"," 3.58"," 3.67"," 4.01"," 4.3"," 4.43"," 6.28"," 8.78"," 10.27"," 9.72"," 8.48"," 8.36"," 8.36"," 6.67"," 6.93"," 6.87"," 7.46"," 8.43"," 8.04"," 8.04"," 8.08"," 8.01"," 8.19"," 8.73"," 8.86"," 7.74"," 8.35"," 10.72"," 10.33"," 9.78"," 11.09"," 13.46"," 17.32"," 19.32"," 20.97"," 26.06"," 17.87"," 21.5"," 27.32"," 27.86"," 27.24"," 26.03"," 18.37"," 16.17"," 18.3"," 20.72"," 19.45"," 15.98"," 22.22"," 30.38"
"2022F","AL","PEACV"," 608.4"," 651.9"," 724.8"," 824.6"," 1184.7"," 1268"," 1462.5"," 1656.5"," 1747.2"," 2133.1"," 2923.8"," 3318.9"," 3077.9"," 2636.1"," 2710.1"," 2702.2"," 2262.7"," 2513.4"," 2512.3"," 2888.4"," 3228.3"," 3128.7"," 3201.3"," 3211.8"," 3335"," 3553.4"," 3708"," 3705.7"," 3306.1"," 3600.4"," 4812"," 4386.3"," 4401.5"," 4862.2"," 6419.7"," 8205.8"," 9275.1"," 10119.5"," 11729.5"," 7856.4"," 9797.2"," 12420.9"," 12431.8"," 12091"," 11611.4"," 8427.5"," 7804.7"," 8726.2"," 9582.3"," 9264.2"," 7541.3"," 11775.5"," 15829.2"
"2022F","AL","PEASB"," 248004"," 259992"," 281170"," 307180"," 330862"," 345808"," 364733"," 385062"," 394256"," 339665"," 332873"," 323286"," 316526"," 310786"," 324117"," 323317"," 339017"," 362729"," 365520"," 387384"," 382739"," 389196"," 398328"," 397604"," 416429"," 434043"," 424596"," 418153"," 427247"," 431013"," 448927"," 424793"," 450088"," 438548"," 476793"," 473872"," 480166"," 482573"," 450077"," 439700"," 455750"," 454725"," 446271"," 443859"," 446129"," 458738"," 482781"," 476922"," 462534"," 476332"," 471939"," 529958"," 521066"
"2022F","AL","PECCD"," .8"," .87"," .94"," .98"," 1.33"," 1.53"," 2.01"," 2.31"," 2.46"," 3.11"," 3.78"," 4.84"," 4.94"," 5.38"," 5.34"," 5.19"," 4.65"," 4.78"," 4.45"," 4.91"," 5.22"," 5.63"," 5.51"," 5.96"," 5.98"," 5.72"," 6.08"," 6.6"," 6.28"," 6.54"," 7.8"," 9.74"," 8.44"," 9.39"," 10.66"," 13.38"," 15.36"," 15.53"," 17.44"," 14.68"," 14.45"," 15.41"," 15.4"," 14.16"," 13.4"," 12.15"," 11.55"," 13.09"," 13.66"," 13.17"," 12.07"," 14.24"," 18.65"
"2022F","AL","PECCV"," 40.8"," 44.4"," 49.7"," 49"," 65.8"," 71.2"," 100.5"," 117.1"," 117.4"," 160.3"," 163.3"," 196.2"," 189.4"," 223.1"," 212"," 217.3"," 189.6"," 179.7"," 190.9"," 207.2"," 211.9"," 197.2"," 201.3"," 216.3"," 217.7"," 202.3"," 235.7"," 282.9"," 214.8"," 254.2"," 305"," 371"," 297.9"," 345.7"," 403.1"," 439.9"," 578.4"," 533"," 613.8"," 490.1"," 537.2"," 551.3"," 476.7"," 464.6"," 466.5"," 451.9"," 433.2"," 469.5"," 550.4"," 501.8"," 427.6"," 568"," 811"
"2022F","AL","PECSB"," 50921"," 50973"," 53103"," 49843"," 49420"," 46608"," 50095"," 50700"," 47649"," 51466"," 43231"," 40527"," 38324"," 41442"," 39693"," 41853"," 40802"," 37617"," 42863"," 42219"," 40600"," 35021"," 36536"," 36299"," 36407"," 35395"," 38752"," 42882"," 34176"," 38895"," 39105"," 38095"," 35295"," 36806"," 37818"," 32877"," 37666"," 34328"," 35185"," 33391"," 37177"," 35769"," 30955"," 32803"," 34813"," 37193"," 37518"," 35861"," 40280"," 38093"," 35432"," 39872"," 43495"
"2022F","AL","PEEID"," .26"," .34"," .38"," .42"," .66"," .88"," .94"," .84"," .95"," 1.07"," 1.17"," 1.37"," 1.31"," 1.4"," 1.51"," 1.74"," 1.68"," 1.69"," 1.67"," 1.6"," 1.56"," 1.53"," 1.46"," 1.51"," 1.41"," 1.3"," 1.25"," 1.26"," 1.32"," 1.23"," 1.28"," 1.39"," 1.35"," 1.5"," 1.68"," 2.1"," 2.26"," 2.29"," 2.93"," 2.25"," 2.59"," 2.6"," 2.3"," 2.47"," 2.59"," 2.05"," 1.98"," 2.02"," 2.17"," 1.89"," 1.64"," 2.27"," 3.93"
"2022F","AL","PEEIV"," 103.4"," 128.1"," 152.3"," 187.8"," 330"," 385.8"," 439.7"," 553.5"," 623.6"," 740.7"," 849.4"," 1005.3"," 896.2"," 961.8"," 1044.3"," 1172.8"," 1086.8"," 1061.1"," 1045.6"," 1099.2"," 1088.6"," 1192"," 1228.7"," 1338.5"," 1230.5"," 1214.3"," 1348.1"," 1335.9"," 1428"," 1358.8"," 1489.6"," 1575.5"," 1628.2"," 1796.7"," 2029.1"," 2610.3"," 2913"," 3095.9"," 3930"," 2751"," 3474.6"," 3520.6"," 3019.2"," 3109.6"," 3318.4"," 2615.8"," 2364.2"," 2340.3"," 2558"," 2179.4"," 1778"," 2620.7"," 4623.5"
"2022F","AL","PEICD"," .45"," .52"," .56"," .65"," 1.12"," 1.35"," 1.54"," 1.9"," 1.95"," 2.25"," 2.56"," 3.17"," 3.56"," 3.62"," 3.39"," 3.35"," 2.93"," 2.62"," 2.5"," 2.52"," 2.73"," 2.68"," 2.55"," 2.61"," 2.46"," 2.35"," 2.62"," 2.65"," 2.41"," 2.54"," 3.06"," 3.98"," 3.71"," 4.26"," 4.91"," 6.25"," 6.57"," 6.6"," 8.24"," 6.67"," 6.81"," 7.31"," 6.99"," 6.23"," 6.29"," 5.14"," 4.68"," 5.06"," 5.28"," 5.05"," 4.36"," 5.64"," 8.43"
